DT,0
2015-01-01,313.2230434782608
2015-01-02,186.17833333333326
2015-01-03,87.17666666666668
2015-01-04,151.84000000000003
2015-01-05,146.5983333333333
2015-01-06,149.5791666666667
2015-01-07,217.86916666666662
2015-01-08,229.89666666666673
2015-01-09,201.66166666666672
2015-01-10,221.0220833333333
2015-01-11,205.4112499999999
2015-01-12,212.41500000000005
2015-01-13,197.6141666666666
2015-01-14,164.3904166666667
2015-01-15,166.19260869565215
2015-01-16,174.98083333333332
2015-01-17,196.46458333333322
2015-01-18,201.51041666666663
2015-01-19,183.35250000000005
2015-01-20,165.62875000000005
2015-01-21,159.5420833333333
2015-01-22,143.67791666666673
2015-01-23,128.72749999999994
2015-01-24,164.9820833333333
2015-01-25,148.5854166666667
2015-01-26,129.3383333333334
2015-01-27,154.1970833333333
2015-01-28,134.60333333333332
2015-01-29,173.13000000000005
2015-01-30,178.03499999999997
2015-01-31,158.59291666666672
2015-02-01,211.59083333333334
2015-02-02,163.6383333333333
2015-02-03,157.70874999999998
2015-02-04,137.25875
2015-02-05,131.76416666666663
2015-02-06,151.59666666666666
2015-02-07,160.75000000000006
2015-02-08,145.34125000000006
2015-02-09,134.66666666666669
2015-02-10,153.06916666666675
2015-02-11,116.90499999999997
2015-02-12,177.98333333333332
2015-02-13,167.00666666666663
2015-02-14,193.95750000000007
2015-02-15,184.06249999999991
2015-02-16,152.62291666666667
2015-02-17,161.27208333333334
2015-02-18,188.2050000000001
2015-02-19,159.9720833333334
2015-02-20,144.11666666666667
2015-02-21,155.3766666666666
2015-02-22,124.10375000000003
2015-02-23,141.39125000000004
2015-02-24,170.16124999999997
2015-02-25,148.18625
2015-02-26,140.77583333333328
2015-02-27,130.42083333333326
2015-02-28,105.86000000000003
2015-03-01,71.82750000000003
2015-03-02,53.71208333333333
2015-03-03,83.48750000000003
2015-03-04,91.07458333333331
2015-03-05,106.57125
2015-03-06,101.75333333333337
2015-03-07,77.57458333333331
2015-03-08,63.23833333333333
2015-03-09,76.62458333333333
2015-03-10,86.69958333333331
2015-03-11,104.29375
2015-03-12,115.9275
2015-03-13,108.6625
2015-03-14,67.93958333333335
2015-03-15,38.88541666666666
2015-03-16,45.387499999999996
2015-03-17,55.548333333333346
2015-03-18,50.58708333333334
2015-03-19,69.5075
2015-03-20,96.62083333333334
2015-03-21,96.27874999999999
2015-03-22,72.19666666666669
2015-03-23,78.47416666666663
2015-03-24,91.86625000000002
2015-03-25,107.26333333333336
2015-03-26,109.78208333333332
2015-03-27,62.26666666666666
2015-03-28,102.22041666666671
2015-03-29,104.35958333333336
2015-03-30,44.191250000000004
2015-03-31,55.664583333333354
2015-04-01,112.86249999999998
2015-04-02,78.50541666666668
2015-04-03,66.51583333333332
2015-04-04,62.5570833333333
2015-04-05,78.60875
2015-04-06,119.70375000000003
2015-04-07,66.08916666666669
2015-04-08,95.33499999999997
2015-04-09,63.57125000000003
2015-04-10,96.55875
2015-04-11,131.39000000000004
2015-04-12,75.34583333333332
2015-04-13,86.49416666666664
2015-04-14,77.06833333333331
2015-04-15,98.79125000000002
2015-04-16,81.80958333333332
2015-04-17,65.78416666666668
2015-04-18,119.8225
2015-04-19,125.52708333333331
2015-04-20,121.50625000000001
2015-04-21,114.50500000000004
2015-04-22,101.8279166666667
2015-04-23,118.57416666666668
2015-04-24,143.22208333333327
2015-04-25,106.75875000000005
2015-04-26,65.35541666666666
2015-04-27,67.07875000000001
2015-04-28,81.36999999999998
2015-04-29,63.76250000000001
2015-04-30,60.56291666666667
2015-05-01,76.0970833333333
2015-05-02,72.6641666666667
2015-05-03,121.93583333333335
2015-05-04,108.98374999999999
2015-05-05,145.98833333333334
2015-05-06,171.33083333333337
2015-05-07,117.75625000000001
2015-05-08,90.65666666666668
2015-05-09,106.39541666666669
2015-05-10,101.20958333333334
2015-05-11,97.56541666666672
2015-05-12,96.34124999999999
2015-05-13,83.42291666666665
2015-05-14,78.05499999999996
2015-05-15,97.86958333333335
2015-05-16,77.52333333333335
2015-05-17,97.15958333333329
2015-05-18,66.85
2015-05-19,89.85333333333331
2015-05-20,67.40875000000003
2015-05-21,75.54333333333334
2015-05-22,67.91250000000002
2015-05-23,69.01666666666665
2015-05-24,79.10166666666669
2015-05-25,117.27375000000002
2015-05-26,96.08916666666663
2015-05-27,84.71374999999998
2015-05-28,182.75874999999996
2015-05-29,106.60541666666661
2015-05-30,92.67875000000001
2015-05-31,73.61791666666667
2015-06-01,49.42
2015-06-02,52.51083333333334
2015-06-03,65.27750000000003
2015-06-04,85.4541666666667
2015-06-05,83.0220833333333
2015-06-06,44.53499999999999
2015-06-07,85.02875000000003
2015-06-08,137.69583333333338
2015-06-09,136.05083333333334
2015-06-10,63.76708333333333
2015-06-11,115.57291666666669
2015-06-12,83.29208333333331
2015-06-13,73.69500000000001
2015-06-14,74.55583333333333
2015-06-15,106.10541666666664
2015-06-16,132.20791666666665
2015-06-17,123.56
2015-06-18,132.20541666666668
2015-06-19,110.64499999999995
2015-06-20,80.30666666666666
2015-06-21,59.73217391304349
2015-06-22,85.39833333333331
2015-06-23,101.99166666666666
2015-06-24,126.07249999999999
2015-06-25,37.59291666666666
2015-06-26,76.00166666666664
2015-06-27,69.46291666666663
2015-06-28,79.83958333333337
2015-06-29,48.49625
2015-06-30,53.78958333333333
2015-07-01,57.991666666666646
2015-07-02,67.1225
2015-07-03,65.2525
2015-07-04,88.74541666666664
2015-07-05,135.91958333333335
2015-07-06,60.265833333333326
2015-07-07,52.19583333333334
2015-07-08,67.91791666666668
